n,M_g_per_mol,weight_fraction,Mn,Mw,PDI
6887,193180.35,8.412987421433254e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6892,193320.6,8.418253233438355e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6897,193460.85,8.42351790792812e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6902,193601.1,8.428781445077391e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6906,193713.30000000002,8.432991456029201e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6911,193853.55000000002,8.438252946406187e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6916,193993.80000000002,8.443513299932257e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6921,194134.05000000002,8.448772516782156e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6925,194246.25,8.452979071972581e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6930,194386.5,8.458236243245678e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6935,194526.75,8.463492278331839e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6940,194667.0,8.468747177405755e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6945,194807.25,8.47400094064202e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6949,194919.45,8.478203133545317e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6954,195059.7,8.483454852714108e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6959,195199.95,8.48870543653417e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6964,195340.2,8.493954885180182e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6969,195480.45,8.499203198826649e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6973,195592.65,8.503401032661436e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6978,195732.9,8.508647303748592e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6983,195873.15,8.513892440324817e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6988,196013.4,8.519136442564533e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6993,196153.65,8.524379310642327e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6998,196293.9,8.529621044732498e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7002,196406.1,8.533813615650758e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7007,196546.35,8.539053309002726e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7012,196686.6,8.544291868855278e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7017,196826.85,8.549529295382874e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7022,196967.1,8.5547655887597e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7027,197107.35,8.560000749160054e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7032,197247.6,8.565234776758225e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7036,197359.80000000002,8.569421183336295e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7041,197500.05000000002,8.574653172329612e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7046,197640.30000000002,8.579884029008413e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7051,197780.55000000002,8.585113753547035e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7056,197920.80000000002,8.59034234611953e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7061,198061.05000000002,8.59556980690012e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7066,198201.30000000002,8.60079613606276e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7071,198341.55000000002,8.606021333781573e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7075,198453.75,8.610200677434008e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7080,198594.0,8.615423838992555e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7085,198734.25,8.620645869594547e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7090,198874.5,8.625866769413959e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7095,199014.75,8.631086538624806e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7100,199155.0,8.636305177400954e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7105,199295.25,8.641522685916312e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7110,199435.5,8.64673906434486e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7115,199575.75,8.651954312860366e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7120,199716.0,8.657168431636736e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7124,199828.2,8.661338913362393e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7129,199968.45,8.666550999046265e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7134,200108.7,8.671761955477603e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7139,200248.95,8.676971782830138e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7144,200389.2,8.682180481277627e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7149,200529.45,8.68738805099375e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7154,200669.7,8.692594492152274e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7159,200809.95,8.697799804926731e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7164,200950.2,8.703003989490765e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7169,201090.45,8.708207046018093e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7174,201230.7,8.713408974682272e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7179,201370.95,8.718609775656841e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7184,201511.2,8.723809449115288e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7189,201651.45,8.729007995231216e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7194,201791.7,8.734205414178072e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7199,201931.95,8.73940170612928e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7204,202072.2,8.744596871258477e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7209,202212.45,8.74979090973883e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7214,202352.7,8.754983821743934e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7219,202492.95,8.76017560744714e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7224,202633.2,8.765366267021615e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7229,202773.45,8.77055580064094e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7234,202913.7,8.775744208478307e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7239,203053.95,8.780931490706994e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7244,203194.2,8.786117647500254e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7249,203334.45,8.791302679031335e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7254,203474.7,8.796486585473489e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7259,203614.95,8.801669366999843e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7264,203755.2,8.806851023783659e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7269,203895.45,8.812031555998002e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7274,204035.7,8.817210963815936e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7279,204175.95,8.822389247410692e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7284,204316.2,8.827566406955212e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7289,204456.45,8.83274244262267e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7294,204596.7,8.837917354586003e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7299,204736.95,8.843091143018273e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7304,204877.2,8.848263808092371e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7309,205017.45,8.853435349981382e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7314,205157.7,8.858605768858115e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7319,205297.95,8.863775064895544e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7324,205438.2,8.86894323826652e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7329,205578.45,8.874110289143959e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7334,205718.7,8.879276217700674e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7339,205858.95,8.884441024109453e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7344,205999.2,8.889604708543106e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7349,206139.45,8.894767271174417e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7354,206279.7,8.899928712176089e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7360,206448.0,8.906120961070272e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7365,206588.25,8.911279935094792e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7370,206728.5,8.916437788042337e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7375,206868.75,8.921594520085566e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7380,207009.0,8.926750131397141e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7385,207149.25,8.931904622149477e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7390,207289.5,8.937057992515401e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7395,207429.75,8.942210242667284e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7400,207570.0,8.947361372777692e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7405,207710.25,8.952511383019268e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7411,207878.55000000002,8.958689917324977e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7416,208018.80000000002,8.963837464462026e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7421,208159.05000000002,8.968983892281949e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7426,208299.30000000002,8.97412920095724e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7431,208439.55000000002,8.979273390660245e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7436,208579.80000000002,8.984416461563318e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7441,208720.05000000002,8.989558413838917e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7446,208860.30000000002,8.994699247659174e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7452,209028.6,9.000866772125213e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7457,209168.85,9.00600514595041e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7462,209309.1,9.011142401871633e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7467,209449.35,9.016278540061062e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7472,209589.6,9.021413560690919e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7477,209729.85,9.026547463933408e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7483,209898.15,9.032706673115378e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7488,210038.4,9.03783811871149e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7493,210178.65,9.042968447470982e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7498,210318.9,9.04809765956596e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7503,210459.15,9.053225755168521e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7508,210599.4,9.05835273445057e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7514,210767.7,9.064503636288208e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7519,210907.95,9.069628160270688e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7524,211048.2,9.074751568483032e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7529,211188.45,9.079873861097237e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7534,211328.7,9.084995038285157e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7540,211497.0,9.091138978789948e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7545,211637.25,9.096257702645032e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7550,211777.5,9.101375311623862e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7555,211917.75,9.10649180589806e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7561,212086.05000000002,9.112630127859103e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7566,212226.30000000002,9.117744170388099e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7571,212366.55000000002,9.122857098762136e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7576,212506.80000000002,9.127968913153073e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7581,212647.05000000002,9.133079613732475e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7587,212815.35,9.139210984438394e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7592,212955.6,9.144319235236754e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7597,213095.85,9.149426372772957e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7602,213236.1,9.154532397218532e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7608,213404.4,9.160658157515078e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7613,213544.65,9.165761733765126e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7618,213684.9,9.170864197473404e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7623,213825.15,9.175965548811545e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7629,213993.45,9.182085702330021e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7634,214133.7,9.187184607057268e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7639,214273.95,9.192282399962868e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7645,214442.25,9.198398284086466e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7650,214582.5,9.20349363158793e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7655,214722.75,9.208587867816183e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7660,214863.0,9.213680992942619e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7666,215031.30000000002,9.219791276680975e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7671,215171.55000000002,9.22488195798619e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7676,215311.80000000002,9.229971528737599e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7682,215480.1,9.236077547949444e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7687,215620.35,9.241164676085252e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7692,215760.6,9.246250694215072e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7698,215928.9,9.25235245100401e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7703,216069.15,9.2574360277232e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7708,216209.4,9.262518494984044e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7714,216377.7,9.268615991452918e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7719,216517.95,9.273696018507567e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7724,216658.2,9.278774936651241e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
7730,216826.5,9.284868174901991e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
