n,M_g_per_mol,weight_fraction,Mn,Mw,PDI
5575,156378.75,6.99139060727292e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5579,156490.95,6.995847031290148e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5583,156603.15,7.000302697380007e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5587,156715.35,7.004757605635382e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5590,156799.5,7.008098289553698e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5594,156911.7,7.01255187182167e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5598,157023.9,7.01700469651016e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5602,157136.1,7.021456763711817e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5606,157248.30000000002,7.025908073519314e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5610,157360.5,7.03035862602548e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5614,157472.7,7.034808421322927e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5618,157584.9,7.039257459504334e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5621,157669.05000000002,7.042593741338746e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5625,157781.25,7.047041454790095e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5629,157893.45,7.051488411380277e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5633,158005.65,7.05593461120189e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5637,158117.85,7.060380054347583e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5641,158230.05000000002,7.064824740909948e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5645,158342.25,7.069268670981677e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5649,158454.45,7.073711844655298e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5653,158566.65,7.078154262023459e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5656,158650.80000000002,7.081485578779821e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5660,158763.0,7.085926672836118e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5664,158875.2,7.090367010841595e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5668,158987.4,7.094806592888693e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5672,159099.6,7.099245419070042e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5676,159211.80000000002,7.103683489478119e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5680,159324.0,7.108120804205459e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5684,159436.2,7.112557363344539e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5688,159548.4,7.116993166987988e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5692,159660.6,7.121428215228251e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5696,159772.80000000002,7.12586250815773e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5700,159885.0,7.130296045869047e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5704,159997.2,7.13472882845457e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5708,160109.4,7.139160856006736e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5711,160193.55000000002,7.142484381235926e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5715,160305.75,7.146915087702274e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5719,160417.95,7.151345039389537e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5723,160530.15,7.155774236390058e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5727,160642.35,7.160202678796334e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5731,160754.55000000002,7.164630366700787e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5735,160866.75,7.169057300195716e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5739,160978.95,7.173483479373527e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5743,161091.15,7.17790890432667e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5747,161203.35,7.182333575147414e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5751,161315.55000000002,7.186757491928164e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5755,161427.75,7.191180654761148e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5759,161539.95,7.195603063738864e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5763,161652.15,7.200024718953539e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5767,161764.35,7.204445620497521e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5771,161876.55000000002,7.208865768463048e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5775,161988.75,7.21328516294247e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5779,162100.95,7.217703804028014e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5783,162213.15,7.222121691812032e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5787,162325.35,7.226538826386733e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5791,162437.55000000002,7.230955207844377e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5795,162549.75,7.235370836277205e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5799,162661.95,7.23978571177745e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5803,162774.15,7.244199834437289e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5807,162886.35,7.248613204349038e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5811,162998.55000000002,7.253025821604774e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5815,163110.75,7.257437686296834e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5819,163222.95,7.261848798517268e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5823,163335.15,7.266259158358301e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5827,163447.35,7.270668765912075e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5831,163559.55000000002,7.275077621270806e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5835,163671.75,7.279485724526488e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5839,163783.95,7.28389307577144e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5843,163896.15,7.288299675097673e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5847,164008.35,7.292705522597333e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5851,164120.55000000002,7.297110618362491e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5855,164232.75,7.301514962485284e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5859,164344.95,7.305918555057774e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5863,164457.15,7.310321396172023e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5867,164569.35,7.314723485920082e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5871,164681.55000000002,7.319124824394033e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5876,164821.80000000002,7.32462544114751e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5880,164934.0,7.329025089591243e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5884,165046.2,7.333423987059912e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5888,165158.4,7.337822133645604e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5892,165270.6,7.342219529440306e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5896,165382.80000000002,7.346616174535937e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5900,165495.0,7.351012069024627e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5904,165607.2,7.35540721299821e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5908,165719.4,7.359801606548677e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5912,165831.6,7.364195249768024e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5916,165943.80000000002,7.368588142748158e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5920,166056.0,7.372980285580976e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5924,166168.2,7.377371678358507e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5929,166308.45,7.382859864705045e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5933,166420.65,7.387249570194031e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5937,166532.85,7.391638525926315e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5941,166645.05000000002,7.396026731993824e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5945,166757.25,7.400414188488433e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5949,166869.45,7.404800895501851e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5953,166981.65,7.409186853126163e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5957,167093.85,7.413572061453035e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5961,167206.05000000002,7.417956520574413e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5966,167346.30000000002,7.423436041045707e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5970,167458.5,7.427818814790175e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5974,167570.7,7.432200839627595e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5978,167682.9,7.436582115649585e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5982,167795.1,7.44096264294799e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5986,167907.30000000002,7.445342421614524e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5990,168019.5,7.449721451740968e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5994,168131.7,7.454099733419078e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
5999,168271.95,7.459571533151002e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6003,168384.15,7.463948131155752e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6007,168496.35,7.468323981010308e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6011,168608.55000000002,7.472699082806321e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6015,168720.75,7.477073436635584e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6019,168832.95,7.481447042589674e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6023,168945.15,7.4858199007603e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6028,169085.4,7.491284922042723e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6032,169197.6,7.495656098035703e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6036,169309.80000000002,7.500026526543145e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6040,169422.0,7.504396207656629e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6044,169534.2,7.508765141467743e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6049,169674.45,7.514225257977354e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6053,169786.65,7.518592510693269e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6057,169898.85,7.522959016404564e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6061,170011.05000000002,7.527324775202839e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6065,170123.25,7.531689787179655e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6069,170235.45,7.536054052426532e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6074,170375.7,7.541508334035775e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6078,170487.9,7.545870919475175e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6082,170600.1,7.550232758482154e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6086,170712.30000000002,7.554593851148327e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6090,170824.5,7.558954197565168e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6095,170964.75,7.564403581312433e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6099,171076.95,7.568762249002775e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6103,171189.15,7.573120170741135e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6107,171301.35,7.577477346618866e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6112,171441.6,7.582922767739103e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6116,171553.80000000002,7.587278265765064e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6120,171666.0,7.591633018227686e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6124,171778.2,7.595987025218447e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6128,171890.4,7.600340286828667e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6133,172030.65,7.60578081578951e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6137,172142.85,7.610132400627845e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6141,172255.05000000002,7.614483240382791e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6145,172367.25,7.618833335145662e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6150,172507.5,7.624269906093335e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6154,172619.7,7.628618324958094e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6158,172731.9,7.632965999127652e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6162,172844.1,7.637312928693367e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6167,172984.35,7.642745543690574e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6171,173096.55000000002,7.647090798231612e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6175,173208.75,7.651435308465534e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6179,173320.95,7.655779074483721e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6184,173461.2,7.661207735592022e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6188,173573.4,7.66554982745843e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6192,173685.6,7.6698911754057e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6197,173825.85,7.675316814342478e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6201,173938.05000000002,7.679656488805261e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6205,174050.25,7.683995419645507e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6209,174162.45,7.688333606954311e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6214,174302.7,7.693755295638142e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6218,174414.9,7.698091810334754e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6222,174527.1,7.702427581796359e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6227,174667.35,7.707846251087995e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6231,174779.55000000002,7.71218035060419e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6235,174891.75,7.716513707181615e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6239,175003.95,7.72084632091149e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6244,175144.2,7.726261043583206e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6248,175256.4,7.730591986239229e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6252,175368.6,7.734922186343787e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6257,175508.85,7.740333892400302e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6261,175621.05000000002,7.744662422097255e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6265,175733.25,7.748990209538802e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6270,175873.5,7.754398900182851e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6274,175985.7,7.758725017882769e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6278,176097.9,7.763050393623207e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6283,176238.15,7.768456070056956e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6287,176350.35,7.772779776721574e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6291,176462.55000000002,7.777102741722555e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6296,176602.80000000002,7.782505405147981e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6300,176715.0,7.78682670173856e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6304,176827.2,7.791147256961265e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6309,176967.45,7.796546908579738e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6313,177079.65,7.800865796057368e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6318,177219.9,7.80626336328227e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6322,177332.1,7.810580583475273e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6326,177444.30000000002,7.814897062800673e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6331,177584.55000000002,7.820291620250816e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6335,177696.75,7.824606432956466e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6339,177808.95,7.828920505089984e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6344,177949.2,7.834312053965682e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6348,178061.4,7.838624460144037e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6353,178201.65,7.844013926863406e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6357,178313.85,7.848324667546791e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6361,178426.05000000002,7.852634668157699e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6366,178566.30000000002,7.85802112833293e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6370,178678.5,7.86232946411306e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6375,178818.75,7.867713843537161e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6379,178930.95,7.872020514946245e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6383,179043.15,7.876326446782347e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6388,179183.4,7.881707821691449e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6392,179295.6,7.8860120898204e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6397,179435.85,7.891391385382683e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6401,179548.05000000002,7.895693990263896e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6405,179660.25,7.89999585607142e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6410,179800.5,7.905372149146538e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6414,179912.7,7.909672352369783e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6419,180052.95,7.915046567501629e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6423,180165.15,7.919345108599855e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6428,180305.4,7.924717246362325e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6432,180417.6,7.929014125794562e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6436,180529.80000000002,7.93331026685594e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6441,180670.05000000002,7.938679404986755e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6445,180782.25,7.942973885045073e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6450,180922.5,7.94834094720885e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6454,181034.7,7.952633766722947e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6459,181174.95,7.957998753493118e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6463,181287.15,7.962289912921705e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6468,181427.4,7.967652824871685e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6472,181539.6,7.971942324673357e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6477,181679.85,7.97730316237623e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6481,181792.05000000002,7.981591003009384e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6486,181932.30000000002,7.986949767038182e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6490,182044.5,7.99123594896123e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6495,182184.75,7.996592639888863e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6499,182296.95,8.000877163560124e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6504,182437.2,8.006231781959254e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6508,182549.4,8.010514647836857e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6513,182689.65,8.015867194280163e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6517,182801.85,8.020148402822165e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6522,182942.1,8.025498877882075e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6526,183054.30000000002,8.029778429546273e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6531,183194.55000000002,8.03512683379522e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6535,183306.75,8.039404729039502e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6540,183447.0,8.044751063049603e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6544,183559.2,8.049027302331618e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6549,183699.45,8.054371566674985e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6553,183811.65,8.058646150452439e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6558,183951.9,8.063988345700892e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6562,184064.1,8.068261274431133e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6567,184204.35,8.073601401156553e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6571,184316.55000000002,8.077872675296973e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6576,184456.80000000002,8.083210734070942e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6580,184569.0,8.0874803540789e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6585,184709.25,8.092816345472912e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6589,184821.45,8.097084311805471e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6594,184961.7,8.102418236390855e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6599,185101.95,8.107751012996077e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6603,185214.15,8.112016407853053e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6608,185354.4,8.117347118538222e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6612,185466.6,8.121610860887542e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6617,185606.85,8.126939506223676e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6621,185719.05000000002,8.13120159652211e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6626,185859.30000000002,8.13652817708004e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6631,185999.55000000002,8.141853610785522e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6635,186111.75,8.14611313213463e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6640,186252.0,8.15143650194971e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6644,186364.2,8.155694372414594e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6649,186504.45,8.161015678909691e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6653,186616.65,8.165271898946891e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6658,186756.9,8.170591142692444e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6663,186897.15,8.17590924071241e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6667,187009.35,8.180162894324209e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6672,187149.6,8.185478930481548e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6677,187289.85,8.190793821406032e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6681,187402.05000000002,8.195044909696151e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6686,187542.30000000002,8.20035773964462e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6690,187654.5,8.204607179381869e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6695,187794.75,8.209917948924248e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6700,187935.0,8.215227574042655e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6704,188047.2,8.219474450270336e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6709,188187.45,8.224782015868683e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6714,188327.7,8.23008843753531e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6718,188439.9,8.234332751355857e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6723,188580.15,8.23963711438812e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6727,188692.35,8.243879781528878e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6732,188832.6,8.249182086496124e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6737,188972.85,8.254483248339839e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6741,189085.05000000002,8.258723354883765e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6746,189225.30000000002,8.264022459547519e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6751,189365.55000000002,8.269320421579411e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6755,189477.75,8.273557968627999e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6760,189618.0,8.278853874364925e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6765,189758.25,8.28414863796143e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6769,189870.45,8.288383626615521e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6774,190010.7,8.29367633480159e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6779,190150.95,8.298967901338546e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6783,190263.15,8.303200332698708e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6788,190403.4,8.308489844709464e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6793,190543.65,8.313778215562251e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6798,190683.9,8.319065445432481e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6802,190796.1,8.32329440793908e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6807,190936.35,8.328579584482481e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6812,191076.6,8.333863620534232e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6816,191188.80000000002,8.338090028339347e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6821,191329.05000000002,8.343372011947719e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6826,191469.30000000002,8.348652855555065e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6830,191581.5,8.352876709757917e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6835,191721.75,8.358155501804962e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6840,191862.0,8.363433154341518e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6845,192002.25,8.368709667542626e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6849,192114.45,8.372930057899858e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6854,192254.7,8.378204520738642e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6859,192394.95,8.383477844732326e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6864,192535.2,8.388750030055964e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6868,192647.4,8.39296695859009e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6873,192787.65,8.39823709474865e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6878,192927.9,8.403506092727202e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
6883,193068.15,8.408773952700617e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
